refsoilID	OTU	soil	sediment	peat	rocky	ag	silt	loam
gi|449092714	4441266	720.0	720.0	1	1	1	1	1
gi|451344759	4441266	720.0	720.0	1	1	1	1	1
gi|451942744	4364814	12.0	12.0	1	1	1	1	1
gi|452196381	1532107	106557.0	106557.0	1	1	1	1	1
gi|456062337	3701019	9.0	9.0	1	1	1	1	1
gi|455737153	New.24.CleanUp.ReferenceOTU3657	2.0	2.0	1	1	1	1	1
gi|459286451	245495	9.0	9.0	1	1	1	1	1
gi|471319476	77193	8.0	8.0	1	1	1	1	1
gi|470157438	4364814	12.0	12.0	1	1	1	1	1
gi|470160151	4441266	720.0	720.0	1	1	1	1	1
gi|470168442	161269	153.0	153.0	1	1	1	1	1
gi|470173039	650171	16.0	16.0	3.0	5.0	1	1	1
gi|470176208	260261	2595.0	2595.0	1	934.0	465.0	1	1
gi|470186955	New.24.CleanUp.ReferenceOTU38683	383.0	383.0	29.0	1	1	1	1
gi|469816339	1584967	969.0	969.0	313.0	1	1	29.0	4.0
gi|525968348	651436	7.0	7.0	1	1	1	1	1
gi|471258602	New.19.CleanUp.ReferenceOTU25404	2.0	2.0	1	1	1	1	1
gi|471260972	New.53.CleanUp.ReferenceOTU191242	12.0	12.0	1	1	1	1	1
gi|472323176	New.19.CleanUp.ReferenceOTU14939	11.0	11.0	1	1	1	1	1
gi|472328503	4441266	720.0	720.0	1	1	1	1	1
gi|537432303	New.42.CleanUp.ReferenceOTU68688	8.0	8.0	1	1	1	1	1
gi|474978534	77193	8.0	8.0	1	1	1	1	1
gi|478476202	827497	3939.0	3939.0	1	1	1	1	1
gi|479316944	77193	8.0	8.0	1	1	1	1	1
gi|481847813	508943	6.0	6.0	1	1	1	1	1
gi|482892482	1119053	185.0	185.0	1	1	1	1	1
gi|482897536	1119053	185.0	185.0	1	1	1	1	1
gi|488570484	4301491	140.0	140.0	1	1	3.0	1	1
gi|488575046	New.24.CleanUp.ReferenceOTU12645	92.0	92.0	1	1	1	1	1
gi|488601775	New.59.CleanUp.ReferenceOTU920903	9.0	9.0	1	1	1	1	1
gi|488652559	676211	455.0	455.0	1	1	2.0	1	1
gi|488607535	77193	8.0	8.0	1	1	1	1	1
gi|488768999	248740	49.0	49.0	1	1	1	1	1
gi|488773889	New.36.CleanUp.ReferenceOTU167597	8.0	8.0	1	1	1	1	1
gi|494682416	1137749	5736.0	5736.0	1	1	1	1	1
gi|499074415	264791	378.0	378.0	1	1	1	1	1
gi|501677485	2534143	534.0	534.0	1	1	1	1	1
gi|511060863	4301491	140.0	140.0	1	1	3.0	1	1
gi|512550081	New.59.CleanUp.ReferenceOTU211655	2.0	2.0	1	1	1	1	1
gi|512576139	277094	96.0	96.0	1	1	1	1	1
gi|512647881	676211	455.0	455.0	1	1	2.0	1	1
gi|514407635	827497	3939.0	3939.0	1	1	1	1	1
gi|518646702	274754	1208794.0	1208794.0	1	1	1	1	1
gi|518651360	1132905	7.0	7.0	1	1	1	1	1
gi|521458881	750320	5013.0	5013.0	1	1	1	1	1
gi|521166214	274754	1208794.0	1208794.0	1	1	1	1	1
gi|521187702	4364814	12.0	12.0	1	1	1	1	1
gi|523521389	4389529	38.0	38.0	1	1	1	1	1
gi|523525298	4389529	38.0	38.0	1	1	1	1	1
gi|523529121	4389529	38.0	38.0	1	1	1	1	1
gi|525689963	274754	1208794.0	1208794.0	1	1	1	1	1
gi|525721265	675580	6.0	6.0	1	1	1	1	1
gi|528816716	676211	455.0	455.0	1	1	2.0	1	1
gi|528826861	4338661	5181.0	5181.0	1	1	1	1	1
gi|529222834	77193	8.0	8.0	1	1	1	1	1
gi|529235720	3610691	92.0	92.0	1	1	1	1	1
gi|530316970	719608	3.0	3.0	1	1	1	1	1
gi|563649971	New.19.CleanUp.ReferenceOTU26467	29.0	29.0	1	1	1	1	1
gi|530612796	4441266	720.0	720.0	1	1	1	1	1
gi|532362211	136453	198.0	198.0	1	1	1	1	1
gi|532456681	New.59.CleanUp.ReferenceOTU294692	2.0	2.0	1	1	1	1	1
gi|545636471	137056	505.0	505.0	1	1	1	1	1
gi|549449290	New.59.CleanUp.ReferenceOTU873917	2.0	2.0	1	1	1	1	1
gi|549451945	New.59.CleanUp.ReferenceOTU873917	2.0	2.0	1	1	1	1	1
gi|550443072	210269	123684.0	123684.0	1	1	1	1	1
gi|556555759	4441266	720.0	720.0	1	1	1	1	1
gi|556562917	1137749	5736.0	5736.0	1	1	1	1	1
gi|556577981	1148151	18.0	18.0	1	1	1	1	1
gi|557220722	312988	630.0	630.0	1	1	1	1	1
gi|557619566	1532107	106557.0	106557.0	1	1	1	1	1
gi|557826865	4480598	17.0	17.0	1	1	1	1	1
gi|557830113	New.7.CleanUp.ReferenceOTU212279	60.0	60.0	1	1	1	1	1
gi|558678294	1532107	106557.0	106557.0	1	1	1	1	1
gi|560141539	New.59.CleanUp.ReferenceOTU971676	93.0	93.0	1	1	1	1	1
gi|563686363	New.42.CleanUp.ReferenceOTU370442	1.0	1.0	1	1	1	1	1
gi|564949884	827497	3939.0	3939.0	1	1	1	1	1
gi|565990029	4428732	1648.0	1648.0	1	1	6.0	1	1
gi|568125122	68617	1819.0	1819.0	1	1	1	1	1
gi|568136993	269930	1210.0	1210.0	69.0	1	1	1	1
gi|568175750	4441266	720.0	720.0	1	1	1	1	1
gi|568179884	312988	630.0	630.0	1	1	1	1	1
gi|568185322	312988	630.0	630.0	1	1	1	1	1
gi|568306739	827497	3939.0	3939.0	1	1	1	1	1
gi|443640731	4128270	1085.0	1085.0	7.0	1	1	1	1
gi|646828456	252822	11568.0	11568.0	1	1	1	1	1
gi|657830698	New.53.CleanUp.ReferenceOTU1185412	2.0	2.0	1	1	1	1	1
gi|597503881	2534143	534.0	534.0	1	1	1	1	1
gi|727183313	1532107	106557.0	106557.0	1	1	1	1	1
gi|727184141	1532107	106557.0	106557.0	1	1	1	1	1
gi|727183859	1532107	106557.0	106557.0	1	1	1	1	1
gi|656325989	136453	198.0	198.0	1	1	1	1	1
gi|749295532	1532107	106557.0	106557.0	1	1	1	1	1
gi|749295629	1532107	106557.0	106557.0	1	1	1	1	1
gi|753828173	New.59.CleanUp.ReferenceOTU661442	3.0	3.0	1	1	1	1	1
gi|749295369	264791	378.0	378.0	1	1	1	1	1
gi|749322072	New.5.CleanUp.ReferenceOTU375428	11.0	11.0	112.0	1	1	1	1
gi|754694654	673343	1857.0	1857.0	1	1	1	8.0	1
gi|754215179	4380901	22.0	22.0	1	1	1	1	1
gi|763062271	New.59.CleanUp.ReferenceOTU1072262	7.0	7.0	1	1	1	1	1
gi|749296152	210269	123684.0	123684.0	1	1	1	1	1
gi|753870355	4104730	10.0	10.0	1	1	1	1	1
gi|752552248	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|749295601	1532107	106557.0	106557.0	1	1	1	1	1
gi|757747818	1532107	106557.0	106557.0	1	1	1	1	1
gi|763139515	159973	19.0	19.0	1	1	1	1	1
gi|749321911	4423410	9950.0	9950.0	4.0	389.0	3.0	11.0	2.0
gi|757583996	New.52.CleanUp.ReferenceOTU57486	1359.0	1359.0	1	1	1	1	1
gi|759659742	576010	152.0	152.0	2.0	1	1	1	1
gi|643987992	827497	3939.0	3939.0	1	1	1	1	1
gi|749295538	1532107	106557.0	106557.0	1	1	1	1	1
gi|749306182	4388591	31.0	31.0	1	1	1	1	1
gi|753809381	New.59.CleanUp.ReferenceOTU1130950	2.0	2.0	1	1	1	1	1
gi|749205063	4428732	1648.0	1648.0	1	1	6.0	1	1
gi|749299146	4441266	720.0	720.0	1	1	1	1	1
gi|644643714	827497	3939.0	3939.0	1	1	1	1	1
gi|749315747	4338661	5181.0	5181.0	1	1	1	1	1
gi|749293876	4128270	1085.0	1085.0	7.0	1	1	1	1
gi|752558388	3897979	2.0	2.0	1	1	1	1	1
gi|749293911	394796	669.0	669.0	1	1	1	1	1
gi|788198963	1010113	16.0	16.0	1	1	1	1	1
gi|752843554	4338661	5181.0	5181.0	1	1	1	1	1
gi|754030817	4338661	5181.0	5181.0	1	1	1	1	1
gi|752591735	New.52.CleanUp.ReferenceOTU59664	5.0	5.0	1	1	1	1	1
gi|754862786	4316726	423.0	423.0	1	1	1	1	1
gi|693334383	675580	6.0	6.0	1	1	1	1	1
gi|749322053	4400098	332.0	332.0	1	45.0	1	1	1
gi|749314488	4427114	18.0	18.0	1	1	1	1	1
gi|740707944	252822	11568.0	11568.0	1	1	1	1	1
gi|740710840	252822	11568.0	11568.0	1	1	1	1	1
gi|749293884	274754	1208794.0	1208794.0	1	1	1	1	1
gi|645056935	4294646	883.0	883.0	1	1	2.0	1	1
gi|645058691	4294646	883.0	883.0	1	1	2.0	1	1
gi|749322054	679240	4.0	4.0	1	1	1	1	1
gi|749298802	4441266	720.0	720.0	1	1	1	1	1
gi|749295531	4441266	720.0	720.0	1	1	1	1	1
gi|749295363	New.59.CleanUp.ReferenceOTU167926	15.0	15.0	1	1	1	1	1
gi|749308092	4477551	125.0	125.0	1	1	1	1	1
gi|754146419	588637	50.0	50.0	1	24.0	4.0	1	1
gi|754046270	New.11.CleanUp.ReferenceOTU1900	1.0	1.0	1	1	1	1	1
gi|752716319	New.5.CleanUp.ReferenceOTU82178	1	1	1	1	1	1	1
gi|749295158	675580	6.0	6.0	1	1	1	1	1
gi|757462762	137056	505.0	505.0	1	1	1	1	1
gi|643691108	New.59.CleanUp.ReferenceOTU971676	93.0	93.0	1	1	1	1	1
gi|752690587	New.52.CleanUp.ReferenceOTU124050	5.0	5.0	1	1	1	1	1
gi|749295191	210269	123684.0	123684.0	1	1	1	1	1
gi|752806254	814442	534.0	534.0	1	1	1	1	1
gi|740907558	New.59.CleanUp.ReferenceOTU1677754	2.0	2.0	1	1	1	1	1
gi|749295183	675580	6.0	6.0	1	1	1	1	1
gi|749295017	312988	630.0	630.0	1	1	1	1	1
gi|749295033	1532107	106557.0	106557.0	1	1	1	1	1
gi|749322069	4400098	332.0	332.0	1	45.0	1	1	1
gi|740667044	4352233	109298.0	109298.0	1	1	1	1	1
gi|740748848	4441266	720.0	720.0	1	1	1	1	1
gi|749309453	New.59.CleanUp.ReferenceOTU610900	2.0	2.0	1	1	1	1	1
gi|749295425	1532107	106557.0	106557.0	1	1	1	1	1
gi|749295657	823809	94.0	94.0	1	1	1	1	1
gi|749295665	823809	94.0	94.0	1	1	1	1	1
gi|749295851	823809	94.0	94.0	1	1	1	1	1
gi|749295853	823809	94.0	94.0	1	1	1	1	1
gi|749295413	1532107	106557.0	106557.0	1	1	1	1	1
gi|749295833	823809	94.0	94.0	1	1	1	1	1
gi|749295837	823809	94.0	94.0	1	1	1	1	1
gi|749295840	823809	94.0	94.0	1	1	1	1	1
gi|749294022	823809	94.0	94.0	1	1	1	1	1
gi|754215579	919466	902.0	902.0	1	1	1	1	1
gi|749295848	823809	94.0	94.0	1	1	1	1	1
gi|749295850	823809	94.0	94.0	1	1	1	1	1
gi|749302224	New.59.CleanUp.ReferenceOTU288665	7.0	7.0	1	1	1	1	1
gi|749304928	New.59.CleanUp.ReferenceOTU288665	7.0	7.0	1	1	1	1	1
gi|749308040	New.59.CleanUp.ReferenceOTU288665	7.0	7.0	1	1	1	1	1
gi|759485434	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|759485477	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|749295770	823809	94.0	94.0	1	1	1	1	1
gi|749295427	4441266	720.0	720.0	1	1	1	1	1
gi|749295376	264791	378.0	378.0	1	1	1	1	1
gi|749309655	New.59.CleanUp.ReferenceOTU859884	2.0	2.0	1	1	1	1	1
gi|749295518	4441266	720.0	720.0	1	1	1	1	1
gi|881136149	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|881136841	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|881136842	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|749299247	New.59.CleanUp.ReferenceOTU454412	2.0	2.0	1	1	1	1	1
gi|749293520	950606	15.0	15.0	1	1	1	1	1
gi|749295519	1532107	106557.0	106557.0	1	1	1	1	1
gi|753781267	New.52.CleanUp.ReferenceOTU31451	5.0	5.0	1	1	1	1	1
gi|753828171	4323139	8112.0	8112.0	1	1	1	1	1
gi|749296184	269930	1210.0	1210.0	69.0	1	1	1	1
gi|749321919	1147942	2.0	2.0	1	1	1	1	1
gi|749309430	New.42.CleanUp.ReferenceOTU382938	94.0	94.0	1	1	1	1	1
gi|749321916	4364814	12.0	12.0	1	1	1	1	1
gi|749295042	New.9.CleanUp.ReferenceOTU101491	4.0	4.0	1	1	1	1	1
gi|749293913	274754	1208794.0	1208794.0	1	1	1	1	1
gi|749309520	606349	2005.0	2005.0	1	1	6.0	1	1
gi|749302083	141145	3153.0	3153.0	1	1	1	1	1
gi|754072641	394796	669.0	669.0	1	1	1	1	1
gi|749301955	141145	3153.0	3153.0	1	1	1	1	1
gi|752820070	New.42.CleanUp.ReferenceOTU26558	6.0	6.0	1	1	1	1	1
gi|749298793	592398	450.0	450.0	1	1	1	1	1
gi|749205808	555725	4.0	4.0	1	1	1	1	1
gi|749296187	New.24.CleanUp.ReferenceOTU38683	383.0	383.0	29.0	1	1	1	1
gi|749302191	New.11.CleanUp.ReferenceOTU46364	1	1	1	1	1	1	1
gi|752747718	New.53.CleanUp.ReferenceOTU986541	511.0	511.0	1	1	1	1	1
gi|752689269	New.9.CleanUp.ReferenceOTU82853	16.0	16.0	7.0	1	1	1	1
gi|752689986	New.9.CleanUp.ReferenceOTU82853	16.0	16.0	7.0	1	1	1	1
gi|752819988	4416113	29976.0	29976.0	1	1	1	1	1
gi|750398812	142346	5.0	5.0	1	1	1	1	1
gi|763160294	New.9.CleanUp.ReferenceOTU147793	29.0	29.0	1	1	3.0	1	1
gi|752716557	4424907	304.0	304.0	1	1	1	1	1
gi|749299610	4424907	304.0	304.0	1	1	1	1	1
