refsoilID	OTU	soil	sediment	peat	rocky	ag	silt	loam
gi|556503834	141145	3153.0	3153.0	1	1	1	1	1
gi|255767013	4441266	720.0	720.0	1	1	1	1	1
gi|15805042	New.5.CleanUp.ReferenceOTU446412	6.0	6.0	1	1	1	1	1
gi|110645304	827497	3939.0	3939.0	1	1	1	1	1
gi|57596592	4314198	17.0	17.0	1	1	1	1	1
gi|16445223	141145	3153.0	3153.0	1	1	1	1	1
gi|15829254	141145	3153.0	3153.0	1	1	1	1	1
gi|33598993	4483058	1303.0	1303.0	1	1	1	1	1
gi|46562128	1720567	1	1	1	1	1	1	1
gi|400756305	2654188	281.0	281.0	1	1	1	1	1
gi|52840256	New.5.CleanUp.ReferenceOTU328310	21.0	21.0	1	1	1	1	1
gi|26986745	277094	96.0	96.0	1	1	1	1	1
gi|77358712	New.13.CleanUp.ReferenceOTU30545	24.0	24.0	1	1	1	1	1
gi|85700163	675580	6.0	6.0	1	1	1	1	1
gi|15893298	562096	75.0	75.0	1	1	1	1	1
gi|15963753	New.24.CleanUp.ReferenceOTU38683	383.0	383.0	29.0	1	1	1	1
gi|159184118	4045633	3543.0	3543.0	1	1	1	1	1
gi|159185562	4045633	3543.0	3543.0	1	1	1	1	1
gi|16120353	274754	1208794.0	1208794.0	1	1	1	1	1
gi|162960844	77193	8.0	8.0	1	1	1	1	1
gi|16763390	676211	455.0	455.0	1	1	2.0	1	1
gi|16758993	676211	455.0	455.0	1	1	2.0	1	1
gi|16802048	675580	6.0	6.0	1	1	1	1	1
gi|16799079	675580	6.0	6.0	1	1	1	1	1
gi|17227497	New.59.CleanUp.ReferenceOTU1749933	7.0	7.0	1	1	1	1	1
gi|17544719	651436	7.0	7.0	1	1	1	1	1
gi|17986284	823809	94.0	94.0	1	1	1	1	1
gi|17988344	823809	94.0	94.0	1	1	1	1	1
gi|18308982	4448928	41.0	41.0	1	1	1	1	1
gi|58036263	650171	16.0	16.0	3.0	5.0	1	1	1
gi|20088899	2940299	1	1	1	1	1	1	1
gi|32141095	592398	450.0	450.0	1	1	1	1	1
gi|21226102	2940299	1	1	1	1	1	1	1
gi|42779081	1532107	106557.0	106557.0	1	1	1	1	1
gi|30260195	1532107	106557.0	106557.0	1	1	1	1	1
gi|70728250	2534143	534.0	534.0	1	1	1	1	1
gi|23097455	3969829	39.0	39.0	1	1	1	1	1
gi|414561716	829702	6581.0	6581.0	2.0	1	1	1	1
gi|25026556	650171	16.0	16.0	3.0	5.0	1	1	1
gi|27375111	245495	9.0	9.0	1	1	1	1	1
gi|50118965	555725	4.0	4.0	1	1	1	1	1
gi|32447382	New.59.CleanUp.ReferenceOTU1113095	3.0	3.0	1	1	1	1	1
gi|28867243	4128270	1085.0	1085.0	7.0	1	1	1	1
gi|29140543	676211	455.0	455.0	1	1	2.0	1	1
gi|29345410	3745352	4.0	4.0	1	1	1	1	1
gi|30018278	1532107	106557.0	106557.0	1	1	1	1	1
gi|30248031	New.19.CleanUp.ReferenceOTU21714	8.0	8.0	1	1	1	1	1
gi|34495455	New.5.CleanUp.ReferenceOTU257512	41.0	41.0	1	1	5.0	1	1
gi|37524032	New.42.CleanUp.ReferenceOTU89779	1.0	1.0	1	1	1	1	1
gi|42521650	New.59.CleanUp.ReferenceOTU610900	2.0	2.0	1	1	1	1	1
gi|71733195	2534143	534.0	534.0	1	1	1	1	1
gi|45655914	New.59.CleanUp.ReferenceOTU396625	5.0	5.0	1	1	1	1	1
gi|49183039	1532107	106557.0	106557.0	1	1	1	1	1
gi|49476684	1532107	106557.0	106557.0	1	1	1	1	1
gi|50083297	584176	38994.0	38994.0	1	9.0	1.0	1	1
gi|51594359	274754	1208794.0	1208794.0	1	1	1	1	1
gi|51891138	New.19.CleanUp.ReferenceOTU16224	530.0	530.0	2.0	1	1	1	1
gi|163119169	4301491	140.0	140.0	1	1	3.0	1	1
gi|52140164	1532107	106557.0	106557.0	1	1	1	1	1
gi|52783855	4301491	140.0	140.0	1	1	3.0	1	1
gi|53717639	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|53721039	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|54021964	4393724	182.0	182.0	1	1	1	1	1
gi|54295983	New.5.CleanUp.ReferenceOTU328310	21.0	21.0	1	1	1	1	1
gi|54292964	7920	25.0	25.0	1	1	1	1	1
gi|56412276	676211	455.0	455.0	1	1	2.0	1	1
gi|56475432	161269	153.0	153.0	1	1	1	1	1
gi|56961782	4380901	22.0	22.0	1	1	1	1	1
gi|57639935	1132905	7.0	7.0	1	1	1	1	1
gi|58616727	New.59.CleanUp.ReferenceOTU167468	16.0	16.0	1	1	1	1	1
gi|58579623	New.59.CleanUp.ReferenceOTU970195	11.0	11.0	1	1	1	1	1
gi|62178570	676211	455.0	455.0	1	1	2.0	1	1
gi|62388892	650171	16.0	16.0	3.0	5.0	1	1	1
gi|66043271	4128270	1085.0	1085.0	7.0	1	1	1	1
gi|68535062	650171	16.0	16.0	3.0	5.0	1	1	1
gi|70725001	137056	505.0	505.0	1	1	1	1	1
gi|71064581	New.42.CleanUp.ReferenceOTU24973	26.0	26.0	1	1	1	1	1
gi|71905642	779751	1081.0	1081.0	1	1	3.0	1	1
gi|73537298	2111163	112.0	112.0	1	2.0	1	1	1
gi|73661309	4427114	18.0	18.0	1	1	1	1	1
gi|73667559	2940299	1	1	1	1	1	1	1
gi|74316018	72646	16.0	16.0	1	2.0	1	1	1
gi|75674199	829415	12751.0	12751.0	1	1	1	1	1
gi|75906225	New.59.CleanUp.ReferenceOTU1749933	7.0	7.0	1	1	1	1	1
gi|76808520	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|76817237	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|255961261	New.59.CleanUp.ReferenceOTU859884	2.0	2.0	1	1	1	1	1
gi|552535527	831098	518.0	518.0	1	750.0	2.0	1	1
gi|552536492	831098	518.0	518.0	1	750.0	2.0	1	1
gi|78059643	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|78064658	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|78060853	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|78185892	New.5.CleanUp.ReferenceOTU527489	1	1	1	1	1	1	1
gi|78187984	New.5.CleanUp.ReferenceOTU415545	1	1	1	1	1	1	1
gi|78221228	109573	93.0	93.0	1	1	1	1	1
gi|78355047	New.13.CleanUp.ReferenceOTU194373	1	1	1	1	1.0	1	1
gi|50196905	1532107	106557.0	106557.0	1	1	1	1	1
gi|82542618	141145	3153.0	3153.0	1	1	1	1	1
gi|82701135	New.59.CleanUp.ReferenceOTU905875	2.0	2.0	1	1	1	1	1
gi|83591340	New.19.CleanUp.ReferenceOTU38948	21642.0	21642.0	148.0	1	1	1	1
gi|83588874	New.5.CleanUp.ReferenceOTU66795	52.0	52.0	1	1	1	1	1
gi|83718394	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|84488831	New.5.CleanUp.ReferenceOTU54871	2.0	2.0	1	1	1	1	1
gi|86156430	New.59.CleanUp.ReferenceOTU385851	10.0	10.0	1	1	1	1	1
gi|86355669	4338661	5181.0	5181.0	1	1	1	1	1
gi|86604733	New.28.CleanUp.ReferenceOTU355847	2.0	2.0	1	1	1	1	1
gi|88607955	New.5.CleanUp.ReferenceOTU530301	9.0	9.0	1	1	1	1	1
gi|89255449	535071	1	1	1	1	1.0	1	1
gi|89892746	161579	37.0	37.0	1	1	1	1	1
gi|90421528	239139	14320.0	14320.0	14.0	1	1.0	3.0	1
gi|91774356	2221290	41.0	41.0	1	1	1	1	1
gi|91781384	New.59.CleanUp.ReferenceOTU454412	2.0	2.0	1	1	1	1	1
gi|91777110	New.59.CleanUp.ReferenceOTU454412	2.0	2.0	1	1	1	1	1
gi|92112136	New.19.CleanUp.ReferenceOTU19338	28.0	28.0	1	1	1	1	1
gi|92115633	245495	9.0	9.0	1	1	1	1	1
gi|93004831	New.42.CleanUp.ReferenceOTU24973	26.0	26.0	1	1	1	1	1
gi|104779316	821119	17.0	17.0	1	1	1	1	1
gi|108756767	New.59.ReferenceOTU2700	2.0	2.0	1	1	1	1	1
gi|108802856	New.7.CleanUp.ReferenceOTU58177	18555.0	18555.0	1	1	1	1	1
gi|108810166	274754	1208794.0	1208794.0	1	1	1	1	1
gi|108805998	274754	1208794.0	1208794.0	1	1	1	1	1
gi|110636427	New.59.CleanUp.ReferenceOTU785688	2.0	2.0	1	1	1	1	1
gi|110798562	4448928	41.0	41.0	1	1	1	1	1
gi|110801439	4448928	41.0	41.0	1	1	1	1	1
gi|111017022	136453	198.0	198.0	1	1	1	1	1
gi|113866031	61812	20.0	20.0	1	1	1	1	1
gi|116693960	61812	20.0	20.0	1	1	1	1	1
gi|114326664	New.5.CleanUp.ReferenceOTU375428	11.0	11.0	112.0	1	1	1	1
gi|116249766	4338661	5181.0	5181.0	1	1	1	1	1
gi|115350056	New.52.CleanUp.ReferenceOTU34443	2.0	2.0	1	1	1	1	1
gi|115522030	239139	14320.0	14320.0	14.0	1	1.0	3.0	1
gi|116048575	827497	3939.0	3939.0	1	1	1	1	1
gi|116332681	463794	42.0	42.0	1	1	1	1	1
gi|116326852	New.59.CleanUp.ReferenceOTU396625	5.0	5.0	1	1	1	1	1
gi|116668568	56625	35410.0	35410.0	1	1	1	1	1
gi|116688024	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|116686245	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|116871422	675580	6.0	6.0	1	1	1	1	1
gi|117918459	3974550	606.0	606.0	1	1	1	1	1
gi|118462219	264791	378.0	378.0	1	1	1	1	1
gi|118578449	4444550	6203.0	6203.0	1	1	1	1	1
gi|119382757	4462474	93.0	93.0	1	92.0	1.0	1	1
gi|119385557	4462474	93.0	93.0	1	92.0	1.0	1	1
gi|119714272	4437318	788.0	788.0	1	835.0	1	1	1
gi|119773142	3505032	2.0	2.0	11.0	1	1	1	1
gi|119896292	161269	153.0	153.0	1	1	1	1	1
gi|119960487	4318815	18347.0	18347.0	1	1	1	1	1
gi|120552944	4119088	1	1	1	3.0	1	1	1
gi|120608714	1120966	67699.0	67699.0	1	15.0	1	4.0	2.0
gi|121602919	4395995	537.0	537.0	1	1	1	2.0	1
gi|121592436	4044599	22.0	22.0	1	1	1	1	1
gi|121607004	New.52.CleanUp.ReferenceOTU157023	14.0	14.0	1	1	1	1	1
gi|123440403	274754	1208794.0	1208794.0	1	1	1	1	1
gi|124265193	781055	182.0	182.0	9.0	3.0	1	1	1
gi|126460778	831098	518.0	518.0	1	750.0	2.0	1	1
gi|126463752	831098	518.0	518.0	1	750.0	2.0	1	1
gi|126438353	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|126442307	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|126451443	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|126455463	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|134096620	New.7.CleanUp.ReferenceOTU281942	11.0	11.0	1	1	1	1	1
gi|134290884	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|134294128	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|138893679	New.19.CleanUp.ReferenceOTU3126	44.0	44.0	1	1	1	1	1
gi|145220606	90701	1877.0	1877.0	1	1	1	1	1
gi|145294042	650171	16.0	16.0	3.0	5.0	1	1	1
gi|145592566	1137749	5736.0	5736.0	1	1	1	1	1
gi|146276058	238148	1060.0	1060.0	3.0	2460.0	1	1	1
gi|146280397	821119	17.0	17.0	1	1	1	1	1
gi|146309667	210269	123684.0	123684.0	1	1	1	1	1
gi|146291111	829702	6581.0	6581.0	2.0	1	1	1	1
gi|146305042	312988	630.0	630.0	1	1	1	1	1
gi|146297766	264229	9592.0	9592.0	1	1	1	1	1
gi|147918682	New.5.CleanUp.ReferenceOTU392018	17257.0	17257.0	1	1	1	1	1
gi|148262085	4403866	21.0	21.0	1	1	1	1	1
gi|148251626	245495	9.0	9.0	1	1	1	1	1
gi|295815281	New.5.CleanUp.ReferenceOTU328310	21.0	21.0	1	1	1	1	1
gi|148378011	New.5.CleanUp.ReferenceOTU464200	646.0	646.0	4.0	1	1	1	1
gi|148552929	New.59.CleanUp.ReferenceOTU1055532	7.0	7.0	1	1	1	1	1
gi|148545259	277094	96.0	96.0	1	1	1	1	1
gi|148651817	4295725	1	1	1	8.0	59.0	1	1
gi|148821191	264791	378.0	378.0	1	1	1	1	1
gi|511542232	4400098	332.0	332.0	1	45.0	1	1	1
gi|150395228	New.24.CleanUp.ReferenceOTU38683	383.0	383.0	29.0	1	1	1	1
gi|152968582	210269	123684.0	123684.0	1	1	1	1	1
gi|152994043	3691753	2.0	2.0	1	1	1	1	1
gi|152983466	827497	3939.0	3939.0	1	1	1	1	1
gi|152979768	537961	494.0	494.0	1	1	1	1	1
gi|255961475	240451	722.0	722.0	1	1	1	1	1
gi|153007346	823809	94.0	94.0	1	1	1	1	1
gi|153010078	823809	94.0	94.0	1	1	1	1	1
gi|152973854	1532107	106557.0	106557.0	1	1	1	1	1
gi|153934468	New.5.CleanUp.ReferenceOTU464200	646.0	646.0	4.0	1	1	1	1
gi|153952670	New.5.CleanUp.ReferenceOTU17429	18.0	18.0	1	1	1.0	1	1
gi|154173617	430191	251.0	251.0	6.0	1	1	1	1
gi|154243958	New.59.CleanUp.ReferenceOTU512154	2.0	2.0	1	1	1	1	1
gi|154684518	4441266	720.0	720.0	1	1	1	1	1
gi|157144296	141145	3153.0	3153.0	1	1	1	1	1
gi|157163852	430191	251.0	251.0	6.0	1	1	1	1
gi|157368249	274754	1208794.0	1208794.0	1	1	1	1	1
gi|157690798	4477551	125.0	125.0	1	1	1	1	1
gi|158311867	New.59.CleanUp.ReferenceOTU291228	13.0	13.0	1	1	1	1	1
gi|158520017	New.13.CleanUp.ReferenceOTU29063	1	1	1	1	1	1	1
gi|159035674	1137749	5736.0	5736.0	1	1	1	1	1
gi|159896533	New.5.CleanUp.ReferenceOTU136119	13.0	13.0	1	1	1	1	1
gi|160878162	159911	2.0	2.0	1	1	1	1	1
gi|160895450	4469492	1926.0	1926.0	1	1	1	1	1
gi|161523180	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|161519706	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|161522356	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|162145846	New.42.CleanUp.ReferenceOTU25644	48.0	48.0	1	1	1	1	1
gi|162448269	New.7.CleanUp.ReferenceOTU119570	378.0	378.0	1	1	8.0	1	1
gi|162446888	1142965	2.0	2.0	1	1	1	1	1
gi|163838769	56625	35410.0	35410.0	1	1	1	1	1
gi|163854304	4483058	1303.0	1303.0	1	1	1	1	1
gi|163938013	1532107	106557.0	106557.0	1	1	1	1	1
gi|167031021	277094	96.0	96.0	1	1	1	1	1
gi|167626225	535071	1	1	1	1	1.0	1	1
gi|255961476	New.19.CleanUp.ReferenceOTU17299	10.0	10.0	1	1	1	1	1
gi|169825618	71751	10.0	10.0	1	1	1	1	1
gi|169830219	105370	55.0	55.0	1	1	1	1	1
gi|170022262	274754	1208794.0	1208794.0	1	1	1	1	1
gi|170018061	141145	3153.0	3153.0	1	1	1	1	1
gi|170079663	141145	3153.0	3153.0	1	1	1	1	1
gi|170719187	277094	96.0	96.0	1	1	1	1	1
gi|170746450	572586	4.0	4.0	1	1	1	1	1
gi|170731356	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|170738367	New.7.CleanUp.ReferenceOTU235695	6.0	6.0	1	1	1	1	1
gi|170734517	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|170735571	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|170754211	New.5.CleanUp.ReferenceOTU464200	646.0	646.0	4.0	1	1	1	1
gi|170758191	New.5.CleanUp.ReferenceOTU464200	646.0	646.0	4.0	1	1	1	1
gi|171056692	1855596	2804.0	2804.0	1	1	1	1	1
gi|188590795	New.52.CleanUp.ReferenceOTU125726	4.0	4.0	1	1	1	1	1
gi|188591847	New.52.CleanUp.ReferenceOTU125726	4.0	4.0	1	1	1	1	1
gi|172059067	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|197283915	3610691	92.0	92.0	1	1	1	1	1
gi|172056045	New.52.CleanUp.ReferenceOTU144875	2.0	2.0	1	1	1	1	1
gi|182411826	New.42.CleanUp.ReferenceOTU45167	8.0	8.0	1	1	1	1	1
gi|182433793	77193	8.0	8.0	1	1	1	1	1
gi|182677002	New.5.CleanUp.ReferenceOTU370784	7.0	7.0	1	1	1	1	1
gi|183219427	574140	12.0	12.0	1	1	1	1	1
gi|186471973	New.59.CleanUp.ReferenceOTU920903	9.0	9.0	1	1	1	1	1
gi|186680550	New.59.CleanUp.ReferenceOTU1396002	3.0	3.0	1	1	1	1	1
gi|186893344	274754	1208794.0	1208794.0	1	1	1	1	1
gi|187918714	New.59.CleanUp.ReferenceOTU454412	2.0	2.0	1	1	1	1	1
gi|187930913	535071	1	1	1	1	1.0	1	1
gi|187922035	New.59.CleanUp.ReferenceOTU454412	2.0	2.0	1	1	1	1	1
gi|188532165	210269	123684.0	123684.0	1	1	1	1	1
gi|189218017	New.53.CleanUp.ReferenceOTU1186744	42.0	42.0	1	1	1	1	1
gi|189348893	New.59.CleanUp.ReferenceOTU36879	20.0	20.0	1	1	1	1	1
gi|189423082	1143602	9.0	9.0	1	1	1	1	1
gi|189909570	574140	12.0	12.0	1	1	1	1	1
gi|190572091	New.52.CleanUp.ReferenceOTU39319	2.0	2.0	1	1	1	1	1
gi|190889639	4338661	5181.0	5181.0	1	1	1	1	1
gi|192358779	New.19.CleanUp.ReferenceOTU36857	2.0	2.0	1	1	1	1	1
gi|194363778	635524	2223.0	2223.0	1	1	1	1	1
gi|194442203	676211	455.0	455.0	1	1	2.0	1	1
gi|194447306	676211	455.0	455.0	1	1	2.0	1	1
gi|194733902	676211	455.0	455.0	1	1	2.0	1	1
gi|197120421	New.59.CleanUp.ReferenceOTU385851	10.0	10.0	1	1	1	1	1
gi|197116402	New.59.CleanUp.ReferenceOTU406055	8.0	8.0	1	1	1	1	1
gi|197247352	676211	455.0	455.0	1	1	2.0	1	1
gi|198241740	676211	455.0	455.0	1	1	2.0	1	1
gi|209542188	New.42.CleanUp.ReferenceOTU25644	48.0	48.0	1	1	1	1	1
gi|209547612	4338661	5181.0	5181.0	1	1	1	1	1
gi|209883160	245495	9.0	9.0	1	1	1	1	1
gi|217957581	1532107	106557.0	106557.0	1	1	1	1	1
gi|217963303	675580	6.0	6.0	1	1	1	1	1
gi|237653092	4464495	119.0	119.0	1	1	1	1	1
gi|218230750	1532107	106557.0	106557.0	1	1	1	1	1
gi|218244892	New.11.CleanUp.ReferenceOTU52440	1	1	1	1	7.0	1	1
gi|218437013	New.9.CleanUp.ReferenceOTU85413	7.0	7.0	1	1	1	1	1
gi|218665024	New.52.CleanUp.ReferenceOTU66539	8.0	8.0	1	1	1	1	1
gi|218885109	3203828	11.0	11.0	1	1	1	1	1
gi|218888746	827497	3939.0	3939.0	1	1	1	1	1
gi|218895141	1532107	106557.0	106557.0	1	1	1	1	1
gi|218901206	1532107	106557.0	106557.0	1	1	1	1	1
gi|219666071	161579	37.0	37.0	1	1	1	1	1
gi|219850687	New.5.CleanUp.ReferenceOTU376307	631.0	631.0	1	1	1	1	1
gi|219853343	New.5.CleanUp.ReferenceOTU17429	18.0	18.0	1	1	1.0	1	1
gi|219870279	4404220	14.0	14.0	1	1	1	1	1
gi|220905643	818188	423.0	423.0	1	4.0	1	1	1
gi|220910783	56625	35410.0	35410.0	1	1	1	1	1
gi|220915123	New.59.CleanUp.ReferenceOTU385851	10.0	10.0	1	1	1	1	1
gi|220920054	New.19.CleanUp.ReferenceOTU28596	457.0	457.0	1	1	1	1	1
gi|220927459	New.53.CleanUp.ReferenceOTU579238	2.0	2.0	1	1	1	1	1
gi|221368938	831098	518.0	518.0	1	750.0	2.0	1	1
gi|221638099	831098	518.0	518.0	1	750.0	2.0	1	1
gi|222093774	1532107	106557.0	106557.0	1	1	1	1	1
gi|222053117	284868	42.0	42.0	1	1	1	1	1
gi|222084201	4338661	5181.0	5181.0	1	1	1	1	1
gi|222106127	4045633	3543.0	3543.0	1	1	1	1	1
gi|222147015	4045633	3543.0	3543.0	1	1	1	1	1
gi|222109225	4044599	22.0	22.0	1	1	1	1	1
gi|222152201	4424239	33.0	33.0	1	1	1	1	1
gi|222823046	430191	251.0	251.0	6.0	1	1	1	1
gi|224988383	264791	378.0	378.0	1	1	1	1	1
gi|259906682	676211	455.0	455.0	1	1	2.0	1	1
gi|225847840	111129	1	1	1	1	1	1	1
gi|225862057	1532107	106557.0	106557.0	1	1	1	1	1
gi|226222639	675580	6.0	6.0	1	1	1	1	1
gi|226225406	New.59.CleanUp.ReferenceOTU1221851	5.0	5.0	1	1	1	1	1
gi|226309587	New.52.CleanUp.ReferenceOTU144891	3.0	3.0	1	1	1	1	1
gi|226359415	New.59.CleanUp.ReferenceOTU1072262	7.0	7.0	1	1	1	1	1
gi|226354810	New.5.CleanUp.ReferenceOTU446412	6.0	6.0	1	1	1	1	1
gi|226942170	1119053	185.0	185.0	1	1	1	1	1
gi|226947222	New.5.CleanUp.ReferenceOTU464200	646.0	646.0	4.0	1	1	1	1
gi|227812678	1532107	106557.0	106557.0	1	1	1	1	1
gi|227820587	2675752	714.0	714.0	1	1	1	1	1
gi|237793320	New.5.CleanUp.ReferenceOTU464200	646.0	646.0	4.0	1	1	1	1
gi|229599883	1532107	106557.0	106557.0	1	1	1	1	1
gi|229587578	4352233	109298.0	109298.0	1	1	1	1	1
gi|229818502	New.53.CleanUp.ReferenceOTU64107	9.0	9.0	1	1	1	1	1
gi|229915734	4480598	17.0	17.0	1	1	1	1	1
gi|339717964	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|339905954	3423513	1213.0	1213.0	2.0	1	643.0	10.0	1
gi|238892256	210269	123684.0	123684.0	1	1	1	1	1
gi|238915976	316732	2.0	2.0	1	1	1	1	1
gi|239904639	New.5.CleanUp.ReferenceOTU281850	2.0	2.0	1	1	1	1	1
gi|239916571	4422405	134.0	134.0	1	1	1	1	1
gi|241202755	4338661	5181.0	5181.0	1	1	1	1	1
gi|242277482	New.5.CleanUp.ReferenceOTU409824	3.0	3.0	1	1	1	1	1
gi|387823261	141145	3153.0	3153.0	1	1	1	1	1
gi|251787652	555725	4.0	4.0	1	1	1	1	1
gi|251794036	New.59.CleanUp.ReferenceOTU1506891	3.0	3.0	1	1	1	1	1
